OBJECTID,ID,INDEX_PARC,NOM,ARROND,TYPE
1087,003-0401,0700-000,Aire de jeu 18 mois à 5 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
1088,074-0022,2469-000,Soccer / Football,LaSalle,Sportif
1089,050-0061,0376-000,Pataugeoire,Le Sud-Ouest,Récréatif
1090,003-0408,0974-000,Aire de jeu 18 mois à 5 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
1091,050-0008,2807-000,Pataugeoire,Saint-Laurent,Récréatif
1092,004-0377, ,Aire de jeu  5 à 12 ans,Montréal-Nord,Aire de jeu - enfant
1093,095-0034,0126-000,Pétanque,Rosemont-La Petite-Patrie,Loisirs et détente
1094,003-0285,0140-000,Aire de jeu 18 mois à 5 ans,Côte-des-Neiges-Notre-Dame-de-Grâce,Aire de jeu - enfant
1095,050-0066,0679-000,Pataugeoire,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
1096,004-0045, ,Aire de jeu  5 à 12 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
1097,018-0092, ,Basketball,LaSalle,Récréatif
1098,016-0072,0909-000,Balle,Ville-Marie,Sportif
1099,025-0002,2014-000,Ciné-parc,Anjou,Loisirs et détente
1100,052-0093,2468-000,Patinoire avec bandes,LaSalle,Récréatif
1101,004-0128,0948-000,Aire de jeu  5 à 12 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
1102,052-0130,2850-000,Patinoire avec bandes,Saint-Léonard,Récréatif
1103,042-0111,0978-000,Jeux d'eau,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
1104,089-0046,1840-000,Volleyball de plage,Le Sud-Ouest,Récréatif
1105,003-0321,2920-000,Aire de jeu 18 mois à 5 ans,Verdun,Aire de jeu - enfant
1106,021-0021,0938-000,Bocce,Villeray-Saint-Michel-Parc-Extension,Loisirs et détente
1107,076-0058,2714-000,Soccer à 7,Pierrefonds-Roxboro,Sportif
1108,075-0031,2722-000,Soccer à 4-5,Pierrefonds-Roxboro,Sportif
1109,004-0097,2421-000,Aire de jeu  5 à 12 ans,Lachine,Aire de jeu - enfant
1110,016-0090,0157-000,Balle,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
1111,016-0057,0207-000,Balle,Rosemont-La Petite-Patrie,Sportif
1112,075-0008,0012-000,Soccer à 4-5,Ahuntsic-Cartierville,Sportif
1113,027-0005,0139-000,Cricket,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
1114,003-0202,2652-000,Aire de jeu 18 mois à 5 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
1115,067-0003,0025-000,Scène,Ahuntsic-Cartierville,Loisirs et détente
1116,004-0071,0002-000,Aire de jeu  5 à 12 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
1117,089-0039,2907-000,Volleyball de plage,Verdun,Récréatif
1118,004-0409,0114-001,Aire de jeu  5 à 12 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
1119,004-0257,2899-000,Aire de jeu  5 à 12 ans,Verdun,Aire de jeu - enfant
1120,004-0263,2924-000,Aire de jeu  5 à 12 ans,Verdun,Aire de jeu - enfant
1121,055-0033,2730-019,Piscine extérieure,Pierrefonds-Roxboro,Récréatif
1122,042-0115,0924-000,Jeux d'eau,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
1123,013-0029,2898-000,Aire d'exercice canin,Verdun,Loisirs et détente
1124,073-0104,1267-000,Soccer à 11,Anjou,Sportif
1125,076-0112,0692-000,Soccer à 7,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
1126,073-0101, ,Soccer à 11,Mercier-Hochelaga-Maisonneuve,Sportif
1127,071-0025,2403-000,Sentier pédestre,Lachine,Plein air
1128,076-0022,2430-002,Soccer à 7,Lachine,Sportif
1129,003-0234,2688-000,Aire de jeu 18 mois à 5 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
1130,050-0007,2813-000,Pataugeoire,Saint-Laurent,Récréatif
1131,063-0012,1840-000,Quai,Le Sud-Ouest,Plein air
1132,004-0318,0349-000,Aire de jeu  5 à 12 ans,Le Sud-Ouest,Aire de jeu - enfant
1133,018-0044,0298-000,Basketball,Villeray-Saint-Michel-Parc-Extension,Récréatif
1134,076-0150,2853-000,Soccer à 7,Saint-Léonard,Sportif
1135,055-0056,4107-002,Piscine extérieure,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
1136,052-0071,2350-000,Patinoire avec bandes,L'Île-Bizard-Sainte-Geneviève,Récréatif
1137,074-0005-76-S1,1860-012,Soccer sous-terrain à 7,Ahuntsic-Cartierville,Sportif
1138,075-0078,2852-000,Soccer à 4-5,Saint-Léonard,Sportif
1139,003-0481,2001-000,Aire de jeu 18 mois à 5 ans,Anjou,Aire de jeu - enfant
1140,003-0083,0010-000,Aire de jeu 18 mois à 5 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
1141,067-0016,0946-000,Scène,Villeray-Saint-Michel-Parc-Extension,Loisirs et détente
1142,021-0055,2853-000,Bocce,Saint-Léonard,Loisirs et détente
1143,050-0082,0094-000,Pataugeoire,Mercier-Hochelaga-Maisonneuve,Récréatif
1144,005-0015,2673-000,Aire de jeu combiné,Pierrefonds-Roxboro,Aire de jeu - enfant
1145,003-0135,0126-000,Aire de jeu 18 mois à 5 ans,Rosemont-La Petite-Patrie,Aire de jeu - enfant
1146,049-0028, ,Pastille - Basketball,Montréal-Nord,Récréatif
1147,076-0098,4107-003,Soccer à 7,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
1148,004-0148,0939-000,Aire de jeu  5 à 12 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
1149,016-0104,2460-000,Balle,LaSalle,Sportif
1150,081-0095,2852-000,Tennis,Saint-Léonard,Sportif
1151,073-0087,2562-000,Soccer à 11,Montréal-Nord,Sportif
1152,013-0025,0170-000,Aire d'exercice canin,Côte-des-Neiges-Notre-Dame-de-Grâce,Loisirs et détente
1153,067-0009,0391-000,Scène,Ville-Marie,Loisirs et détente
1154,018-0101,1078-000,Basketball,Le Sud-Ouest,Récréatif
1155,042-0082,2933-000,Jeux d'eau,Verdun,Récréatif
1156,055-0009,0236-000,Piscine extérieure,Le Plateau-Mont-Royal,Récréatif
1157,018-0034,0211-000,Basketball,Rosemont-La Petite-Patrie,Récréatif
1158,074-0017, ,Soccer / Football,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
1159,053-0083,0083-000,Patinoire sans bandes,Mercier-Hochelaga-Maisonneuve,Récréatif
1160,054-0010,2653-000,Ping-pong,Pierrefonds-Roxboro,Loisirs et détente
1161,004-0296,2461-000,Aire de jeu  5 à 12 ans,LaSalle,Aire de jeu - enfant
1162,012-0002,2832-000,Aire d'entraînement pour adultes,Saint-Laurent,Loisirs et détente
1163,073-0095-76-S1,0482-000,Soccer sous-terrain à 7,Mercier-Hochelaga-Maisonneuve,Sportif
1164,004-0251,0162-000,Aire de jeu  5 à 12 ans,Côte-des-Neiges-Notre-Dame-de-Grâce,Aire de jeu - enfant
1165,055-0061,2559-000,Piscine extérieure,Montréal-Nord,Récréatif
1166,052-0109,0679-000,Patinoire avec bandes,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
1167,004-0330,1004-000,Aire de jeu  5 à 12 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
1168,065-0016,0256-000,Patinoire 4 saisons,Le Sud-Ouest,Récréatif
1169,003-0185,0251-000,Aire de jeu 18 mois à 5 ans,Ville-Marie,Aire de jeu - enfant
1170,003-0180,2620-000,Aire de jeu 18 mois à 5 ans,Outremont,Aire de jeu - enfant
1171,004-0116,0197-000,Aire de jeu  5 à 12 ans,Rosemont-La Petite-Patrie,Aire de jeu - enfant
1172,016-0149,2001-000,Balle,Anjou,Sportif
1173,012-0020,0160-000,Aire d'entraînement pour adultes,Côte-des-Neiges-Notre-Dame-de-Grâce,Loisirs et détente
1174,076-0138,2001-000,Soccer à 7,Anjou,Sportif
1175,071-0038,2684-000,Sentier pédestre,Pierrefonds-Roxboro,Plein air
1176,005-0027,2459-000,Aire de jeu combiné,LaSalle,Aire de jeu - enfant
1177,013-0027,0179-000,Aire d'exercice canin,Côte-des-Neiges-Notre-Dame-de-Grâce,Loisirs et détente
1178,003-0434, ,Aire de jeu 18 mois à 5 ans,Montréal-Nord,Aire de jeu - enfant
1179,056-0003,0029-000,Piste cyclable,Ahuntsic-Cartierville,Plein air
1180,073-0080, ,Soccer à 11,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
1181,072-0029,2560-000,Anneau / Rond de glace,Montréal-Nord,Loisirs et détente
1182,004-0244,0140-000,Aire de jeu  5 à 12 ans,Côte-des-Neiges-Notre-Dame-de-Grâce,Aire de jeu - enfant
1183,013-0013,0202-000,Aire d'exercice canin,Rosemont-La Petite-Patrie,Loisirs et détente
1184,089-0050, ,Volleyball de plage,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
1185,004-0012,2804-000,Aire de jeu  5 à 12 ans,Saint-Laurent,Aire de jeu - enfant
1186,052-0105,0700-000,Patinoire avec bandes,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
1187,076-0105,0923-000,Soccer à 7,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
1188,009-0039,0351-000,Aire de pique-nique,Le Sud-Ouest,Plein air
1189,004-0288,2454-000,Aire de jeu  5 à 12 ans,LaSalle,Aire de jeu - enfant
1190,052-0067,2710-000,Patinoire avec bandes,Pierrefonds-Roxboro,Récréatif
1191,072-0024,2469-000,Anneau / Rond de glace,LaSalle,Loisirs et détente
1192,012-0052,2854-000,Aire d'entraînement pour adultes,Saint-Léonard,Loisirs et détente
1193,013-0006,2805-000,Aire d'exercice canin,Saint-Laurent,Loisirs et détente
1194,070-0010,2403-000,Sentier de ski de fond,Lachine,Plein air
1195,076-0051,,Soccer à 7,Pierrefonds-Roxboro,Sportif
1196,055-0069,2010-000,Piscine extérieure,Anjou,Récréatif
1197,042-0092,2453-000,Jeux d'eau,LaSalle,Récréatif
1198,013-0024,0160-000,Aire d'exercice canin,Côte-des-Neiges-Notre-Dame-de-Grâce,Loisirs et détente
1199,043-0001,2414-000,Marina,Lachine,Plein air
1200,050-0020,0413-000,Pataugeoire,Ahuntsic-Cartierville,Récréatif
1201,076-0003,2826-000,Soccer à 7,Saint-Laurent,Sportif
1202,005-0035,2870-000,Aire de jeu combiné,Saint-Léonard,Aire de jeu - enfant
1203,072-0005,2815-000,Anneau / Rond de glace,Saint-Laurent,Loisirs et détente
1204,004-0018,2811-000,Aire de jeu  5 à 12 ans,Saint-Laurent,Aire de jeu - enfant
1205,073-0070,2469-000,Soccer à 11,LaSalle,Sportif
1206,052-0038,2398-000,Patinoire avec bandes,Lachine,Récréatif
1207,075-0016,2430-006,Soccer à 4-5,Lachine,Sportif
1208,053-0032,0946-000,Patinoire sans bandes,Villeray-Saint-Michel-Parc-Extension,Récréatif
1209,003-0325,2442-000,Aire de jeu 18 mois à 5 ans,LaSalle,Aire de jeu - enfant
1210,020-0004,0225-000,Belvédère,Ville-Marie,Loisirs et détente
1211,003-0154,1071-000,Aire de jeu 18 mois à 5 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
1212,004-0104,0210-000,Aire de jeu  5 à 12 ans,Rosemont-La Petite-Patrie,Aire de jeu - enfant
1213,075-0005,0035-000,Soccer à 4-5,Ahuntsic-Cartierville,Sportif
1214,095-0048,0509-000,Pétanque,Côte-des-Neiges-Notre-Dame-de-Grâce,Loisirs et détente
1215,003-0095,1024-000,Aire de jeu 18 mois à 5 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
1216,031-0016,2859-000,Étang / lac,Saint-Léonard,Plein air
1217,003-0066,0649-000,Aire de jeu 18 mois à 5 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
1218,081-0060,2921-00,Tennis,Verdun,Sportif
1219,013-0012,2431-000,Aire d'exercice canin,Lachine,Loisirs et détente
1220,081-0073,0290-000,Tennis,Le Sud-Ouest,Sportif
1221,063-0009,2907-000,Quai,Verdun,Plein air
1222,002-0016,0085-000,Aire de glissade,Rosemont-La Petite-Patrie,Loisirs et détente
1223,004-0345,0718-000,Aire de jeu  5 à 12 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
1224,003-0071,0412-000,Aire de jeu 18 mois à 5 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
1225,074-0001, ,Soccer / Football,Saint-Laurent,Sportif
1226,004-0413,0495-000,Aire de jeu  5 à 12 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
1227,052-0017,0236-000,Patinoire avec bandes,Le Plateau-Mont-Royal,Récréatif
1228,073-0108,2855-000,Soccer à 11,Saint-Léonard,Sportif
1229,073-0085,0679-000,Soccer à 11,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
1230,076-0072, ,Soccer à 7,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
1231,075-0030,2722-000,Soccer à 4-5,Pierrefonds-Roxboro,Sportif
1232,003-0212,2721-000,Aire de jeu 18 mois à 5 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
1233,076-0053,,Soccer à 7,Pierrefonds-Roxboro,Sportif
1234,075-0010,2430-003,Soccer à 4-5,Lachine,Sportif
1235,076-0113,0983-000,Soccer à 7,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
1236,075-0023,0950-001,Soccer à 4-5,Villeray-Saint-Michel-Parc-Extension,Sportif
1237,003-0280,0172-000,Aire de jeu 18 mois à 5 ans,Côte-des-Neiges-Notre-Dame-de-Grâce,Aire de jeu - enfant
1238,050-0006,2797-000,Pataugeoire,Saint-Laurent,Récréatif
1239,020-0006,1053-000,Belvédère,Ville-Marie,Loisirs et détente
1240,074-0008,2430-002,Soccer / Football,Lachine,Sportif
1241,003-0242,2692-000,Aire de jeu 18 mois à 5 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
1242,089-0051,2559-000,Volleyball de plage,Montréal-Nord,Récréatif
1243,053-0072,0700-000,Patinoire sans bandes,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
1244,004-0070,0425-000,Aire de jeu  5 à 12 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
1245,003-0248,2364-000,Aire de jeu 18 mois à 5 ans,L'Île-Bizard-Sainte-Geneviève,Aire de jeu - enfant
1246,076-0055,2693-000,Soccer à 7,Pierrefonds-Roxboro,Sportif
1247,053-0066,0348-000,Patinoire sans bandes,Le Sud-Ouest,Récréatif
1248,013-0036,0256-000,Aire d'exercice canin,Le Sud-Ouest,Loisirs et détente
1249,053-0046,2660-000,Patinoire sans bandes,Pierrefonds-Roxboro,Récréatif
1250,055-0017,2398-000,Piscine extérieure,Lachine,Récréatif
1251,042-0019,0336-000,Jeux d'eau,Le Plateau-Mont-Royal,Récréatif
1252,073-0019,2391-000,Soccer à 11,Lachine,Sportif
1253,003-0101,2419-000,Aire de jeu 18 mois à 5 ans,Lachine,Aire de jeu - enfant
1254,018-0083,0166-000,Basketball,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
1255,053-0043, ,Patinoire sans bandes,Ville-Marie,Récréatif
1256,073-0024, ,Soccer à 11,Lachine,Sportif
1257,076-0021,2430-004,Soccer à 7,Lachine,Sportif
1258,003-0445,2563-000,Aire de jeu 18 mois à 5 ans,Montréal-Nord,Aire de jeu - enfant
1259,042-0059,2357-000,Jeux d'eau,L'Île-Bizard-Sainte-Geneviève,Récréatif
1260,058-0010,1860-013,Piste d'athlétisme (400m) et équipements,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
1261,072-0011,2816-000,Anneau / Rond de glace,Saint-Laurent,Loisirs et détente
1262,050-0079,0492-000,Pataugeoire,Mercier-Hochelaga-Maisonneuve,Récréatif
1263,016-0113,0345-000,Balle,Le Sud-Ouest,Sportif
1264,003-0320,2919-000,Aire de jeu 18 mois à 5 ans,Verdun,Aire de jeu - enfant
1265,048-0005,0110-000,Palet,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
1266,075-0032,2722-000,Soccer à 4-5,Pierrefonds-Roxboro,Sportif
1267,003-0120,0241-000,Aire de jeu 18 mois à 5 ans,Rosemont-La Petite-Patrie,Aire de jeu - enfant
1268,053-0045,0909-000,Patinoire sans bandes,Ville-Marie,Récréatif
1269,085-0001,9502-000,Traversier,L'Île-Bizard-Sainte-Geneviève,Plein air
1270,076-0137,0088-000,Soccer à 7,Mercier-Hochelaga-Maisonneuve,Sportif
1271,021-0045,0482-000,Bocce,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
1272,016-0040,2398-000,Balle,Lachine,Sportif
1273,003-0085,0020-000,Aire de jeu 18 mois à 5 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
1274,004-0117,0127-000,Aire de jeu  5 à 12 ans,Rosemont-La Petite-Patrie,Aire de jeu - enfant
1275,003-0081,0002-000,Aire de jeu 18 mois à 5 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
1276,086-0001,1806-117,Tyrolienne,Ville-Marie,Plein air
1277,004-0359,0866-000,Aire de jeu  5 à 12 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
1278,022-0005,2858-000,Boisé,Saint-Léonard,Plein air
1279,095-0081,0077-000,Pétanque,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
1280,003-0203,2653-000,Aire de jeu 18 mois à 5 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
1281,003-0424,0921-000,Aire de jeu 18 mois à 5 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
1282,052-0119,0059-000,Patinoire avec bandes,Mercier-Hochelaga-Maisonneuve,Récréatif
1283,053-0070,0961-000,Patinoire sans bandes,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
1284,016-0118,0961-000,Balle,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
1285,063-0017,0121-000,Quai,Mercier-Hochelaga-Maisonneuve,Plein air
1286,032-0018,0088-000,Fer / Galet,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
1287,052-0083,0158-000,Patinoire avec bandes,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
1288,052-0046,0219-000,Patinoire avec bandes,Rosemont-La Petite-Patrie,Récréatif
1289,042-0109,0687-000,Jeux d'eau,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
1290,003-0112,2424-000,Aire de jeu 18 mois à 5 ans,Lachine,Aire de jeu - enfant
1291,021-0004,0025-000,Bocce,Ahuntsic-Cartierville,Loisirs et détente
1292,095-0067,0679-000,Pétanque,Rivière-des-Prairies-Pointe-aux-Trembles,Loisirs et détente
1293,003-0418,1106-000,Aire de jeu 18 mois à 5 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
1294,069-0006,9502-000,Sentier de raquette,L'Île-Bizard-Sainte-Geneviève,Plein air
1295,003-0426,0695-000,Aire de jeu 18 mois à 5 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
1296,055-0007,2807-000,Piscine extérieure,Saint-Laurent,Récréatif
1297,003-0073,0459-000,Aire de jeu 18 mois à 5 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
1298,009-0022,9503-000,Aire de pique-nique,Pierrefonds-Roxboro,Plein air
1299,099-0001,1273-000,Patinoire d'improvisation,Rosemont-La Petite-Patrie,Loisirs et détente
1300,073-0058, ,Soccer à 11,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
1301,052-0012,3814-000,Patinoire avec bandes,Saint-Laurent,Récréatif
1302,004-0444,2853-000,Aire de jeu  5 à 12 ans,Saint-Léonard,Aire de jeu - enfant
1303,004-0161,0908-000,Aire de jeu  5 à 12 ans,Ville-Marie,Aire de jeu - enfant
1304,003-0213,2722-000,Aire de jeu 18 mois à 5 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
1305,018-0059,0908-000,Basketball,Ville-Marie,Récréatif
1306,001-0022,2007-000,Abri soleil,Anjou,Plein air
1307,076-0159,2812-000,Soccer à 7,Saint-Laurent,Sportif
1308,004-0114,0219-000,Aire de jeu  5 à 12 ans,Rosemont-La Petite-Patrie,Aire de jeu - enfant
1309,003-0383,0961-000,Aire de jeu 18 mois à 5 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
1310,016-0116,0376-000,Balle,Le Sud-Ouest,Sportif
1311,032-0010,0260-002,Fer / Galet,Le Sud-Ouest,Loisirs et détente
1312,018-0062,0043-000,Basketball,Ville-Marie,Récréatif
1313,013-0034,0364-000,Aire d'exercice canin,Le Sud-Ouest,Loisirs et détente
1314,075-0059,0875-000,Soccer à 4-5,Le Sud-Ouest,Sportif
1315,012-0018,0170-000,Aire d'entraînement pour adultes,Côte-des-Neiges-Notre-Dame-de-Grâce,Loisirs et détente
1316,052-0052,0401-000,Patinoire avec bandes,Villeray-Saint-Michel-Parc-Extension,Récréatif
1317,016-0046,0209-000,Balle,Rosemont-La Petite-Patrie,Sportif
1318,004-0343,0978-000,Aire de jeu  5 à 12 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
1319,042-0083,2912-000,Jeux d'eau,Verdun,Récréatif
1320,028-0001,0459-000,Croquet,Ahuntsic-Cartierville,Récréatif
1321,048-0001,2451-000,Palet,LaSalle,Loisirs et détente
1322,050-0032,0219-000,Pataugeoire,Rosemont-La Petite-Patrie,Récréatif
1323,072-0022,2919-000,Anneau / Rond de glace,Verdun,Loisirs et détente
1324,003-0025,2817-000,Aire de jeu 18 mois à 5 ans,Saint-Laurent,Aire de jeu - enfant
1325,048-0003,2454-000,Palet,LaSalle,Loisirs et détente
1326,018-0086,2893-000,Basketball,Verdun,Récréatif
1327,016-0092,0172-000,Balle,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
1328,052-0131,2853-000,Patinoire avec bandes,Saint-Léonard,Récréatif
1329,003-0163,0952-000,Aire de jeu 18 mois à 5 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
1330,063-0006,8520-000,Quai,Lachine,Plein air
1331,016-0153,2011-000,Balle,Anjou,Sportif
1332,004-0084,0013-000,Aire de jeu  5 à 12 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
1333,003-0278,0509-000,Aire de jeu 18 mois à 5 ans,Côte-des-Neiges-Notre-Dame-de-Grâce,Aire de jeu - enfant
1334,003-0290,0139-000,Aire de jeu 18 mois à 5 ans,Côte-des-Neiges-Notre-Dame-de-Grâce,Aire de jeu - enfant
1335,071-0033,1810-200,Sentier pédestre,Côte-des-Neiges-Notre-Dame-de-Grâce,Plein air
1336,004-0193,2719-000,Aire de jeu  5 à 12 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
1337,052-0101,0376-000,Patinoire avec bandes,Le Sud-Ouest,Récréatif
1338,004-0247,0161-000,Aire de jeu  5 à 12 ans,Côte-des-Neiges-Notre-Dame-de-Grâce,Aire de jeu - enfant
1339,073-0025,0209-000,Soccer à 11,Rosemont-La Petite-Patrie,Sportif
1340,072-0019,2656-000,Anneau / Rond de glace,Pierrefonds-Roxboro,Loisirs et détente
1341,042-0042,0407-000,Jeux d'eau,Villeray-Saint-Michel-Parc-Extension,Récréatif
1342,064-0003,2403-000,Rampe de mise à l'eau / descente de bateaux,Lachine,Plein air
1343,003-0315,2930-000,Aire de jeu 18 mois à 5 ans,Verdun,Aire de jeu - enfant
1344,004-0249,0139-000,Aire de jeu  5 à 12 ans,Côte-des-Neiges-Notre-Dame-de-Grâce,Aire de jeu - enfant
1345,076-0156,2855-000,Soccer à 7,Saint-Léonard,Sportif
1346,003-0093,0011-000,Aire de jeu 18 mois à 5 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
1347,016-0119,0961-000,Balle,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
1348,094-0001,1806-117,Hébertisme urbain,Ville-Marie,Récréatif
1349,004-0393, ,Aire de jeu  5 à 12 ans,Montréal-Nord,Aire de jeu - enfant
1350,052-0123, ,Patinoire avec bandes,Anjou,Récréatif
1351,003-0187,0225-000,Aire de jeu 18 mois à 5 ans,Ville-Marie,Aire de jeu - enfant
1352,018-0022,0004-000,Basketball,Ahuntsic-Cartierville,Récréatif
1353,003-0336,2475-001,Aire de jeu 18 mois à 5 ans,LaSalle,Aire de jeu - enfant
1354,076-0080,2442-000,Soccer à 7,LaSalle,Sportif
1355,018-0096,2464-000,Basketball,LaSalle,Récréatif
1356,100-0004,0341-000,Sentier multifonctionnel,Le Sud-Ouest,Plein air
1357,012-0045,2662-000,Aire d'entraînement pour adultes,Pierrefonds-Roxboro,Loisirs et détente
1358,020-0020,1188-000,Belvédère,Rivière-des-Prairies-Pointe-aux-Trembles,Loisirs et détente
1359,003-0339,2460-000,Aire de jeu 18 mois à 5 ans,LaSalle,Aire de jeu - enfant
