"no_secteur","nom_secteur","telephone","cd_site","nom_site","descr_type_site","no_civique","nom_rue","code_postal","no_plateau","nom_plateau","capacite","descr_type_plateau","ind_sans_reserv"
"5","Secteur 5","450 978-8905","NOD","PARC NOTRE-DAME","Parc","48","RUE DUFFERIN","H7L2J4","546","TERRAIN SOCCER","","Terrain de soccer","N"
"5","Secteur 5","450 978-8905","NOD","PARC NOTRE-DAME","Parc","48","RUE DUFFERIN","H7L2J4","5003","PATINOIRE EXTÉRIEURE","","Patinoire extérieure - hockey","N"
"5","Secteur 5","450 978-8905","NOD","PARC NOTRE-DAME","Parc","48","RUE DUFFERIN","H7L2J4","5004","TERRAIN DE  BASKETBALL","","Terrain de basketball","O"
"5","Secteur 5","450 978-8905","NOD","PARC NOTRE-DAME","Parc","48","RUE DUFFERIN","H7L2J4","5005","SKATE PARK","","Skate park","O"
"5","Secteur 5","450 978-8905","PED","PARC PAUL-ÉMILE-DUFRESNE","Parc","2525","Boulevard de la Renaissance","H7L3Y2","547","TERRAIN SOCCER  1","","Terrain de soccer","N"
"5","Secteur 5","450 978-8905","PED","PARC PAUL-ÉMILE-DUFRESNE","Parc","2525","Boulevard de la Renaissance","H7L3Y2","548","TERRAIN  SOCCER 2","","Terrain de soccer","N"
"5","Secteur 5","450 978-8905","PEP","PARC PÉPIN","Parc","355","Rue Flore","H7P5L5","549","TERRAIN BASEBALL 1","","Terrain de baseball","N"
"5","Secteur 5","450 978-8905","PEP","PARC PÉPIN","Parc","355","Rue Flore","H7P5L5","550","TERRAIN  BASEBALL 2","","Terrain de baseball","N"
"5","Secteur 5","450 978-8905","PEP","PARC PÉPIN","Parc","355","Rue Flore","H7P5L5","5006","PATINOIRE EXTÉRIEURE","","Patinoire extérieure - hockey","N"
"5","Secteur 5","450 978-8905","PEP","PARC PÉPIN","Parc","355","Rue Flore","H7P5L5","5014","TERRAIN DE FER À CHEVAL","","Autre","N"
"5","Secteur 5","450 978-8905","POL","PARC POLY-JEUNESSE","Parc","3578","BOULEVARD SAINTE-ROSE","H7P4K6","5007","SKATE PARK","","Skate park","O"
"5","Secteur 5","450 978-8905","PRDN","PISCINE RAYMOND-MILLAR","Piscine","222","BOULEVARD DU ROI-DU-NORD","H7L1W9","5566","PISCINE","","Piscine extérieure","N"
"5","Secteur 5","450 978-8905","PRDN","PISCINE RAYMOND-MILLAR","Piscine","222","BOULEVARD DU ROI-DU-NORD","H7L1W9","5567","PATAUGEOIRE","","Pataugeoire","N"
"5","Secteur 5","450 978-8905","PRDN","PISCINE RAYMOND-MILLAR","Piscine","222","BOULEVARD DU ROI-DU-NORD","H7L1W9","5582","CORRIDORS DE NAGE","","Autre","N"
"5","Secteur 5","450 978-8905","RDN","PARC RAYMOND-MILLAR","Parc","222","Boulevard du Roi-du-Nord","H7L1W9","505","PISC. EXT. -RAYMOND-MILLAR","270","Piscine extérieure","N"
"5","Secteur 5","450 978-8905","RDN","PARC RAYMOND-MILLAR","Parc","222","Boulevard du Roi-du-Nord","H7L1W9","518","TENNIS - RAYMOND-MILLAR","","Terrain de tennis","O"
"5","Secteur 5","450 978-8905","RDN","PARC RAYMOND-MILLAR","Parc","222","Boulevard du Roi-du-Nord","H7L1W9","551","TERRAIN INEXISTANT","","Terrain de baseball","O"
"5","Secteur 5","450 978-8905","RDN","PARC RAYMOND-MILLAR","Parc","222","Boulevard du Roi-du-Nord","H7L1W9","552","INEXISTANT","","Terrain de soccer","O"
"5","Secteur 5","450 978-8905","RDN","PARC RAYMOND-MILLAR","Parc","222","Boulevard du Roi-du-Nord","H7L1W9","5008","TERRAIN DE  BASKETBALL","","Terrain de basketball","O"
"5","Secteur 5","450 978-8905","RDN","PARC RAYMOND-MILLAR","Parc","222","Boulevard du Roi-du-Nord","H7L1W9","5009","PATINOIRE EXTÉRIEURE","","Patinoire extérieure - hockey","N"
"5","Secteur 5","450 978-8905","RDN","PARC RAYMOND-MILLAR","Parc","222","Boulevard du Roi-du-Nord","H7L1W9","5047","TERRAIN INEXISTANT","","Terrain de football","O"
"5","Secteur 5","450 978-8905","RDN","PARC RAYMOND-MILLAR","Parc","222","Boulevard du Roi-du-Nord","H7L1W9","5053","PATAU. EXT. - RAYMOND-MILLAR","","Pataugeoire","N"
"5","Secteur 5","450 978-8905","RDN","PARC RAYMOND-MILLAR","Parc","222","Boulevard du Roi-du-Nord","H7L1W9","5055","PRATIQUE FOOTBALL NATUREL","","Soccer / Football","N"
"5","Secteur 5","450 978-8905","RDN","PARC RAYMOND-MILLAR","Parc","222","Boulevard du Roi-du-Nord","H7L1W9","5056","PRATIQUE FOOTBALL 2","","Soccer / Football","N"
"5","Secteur 5","450 978-8905","RDN","PARC RAYMOND-MILLAR","Parc","222","Boulevard du Roi-du-Nord","H7L1W9","5064","SYNTHÉTIQUE FOOTBALL","","Soccer / Football","N"
"5","Secteur 5","450 978-8905","RDN","PARC RAYMOND-MILLAR","Parc","222","Boulevard du Roi-du-Nord","H7L1W9","5065","SYNTHÉTIQUE SOCCER","","Soccer / Football","N"
"5","Secteur 5","450 978-8905","RDN","PARC RAYMOND-MILLAR","Parc","222","Boulevard du Roi-du-Nord","H7L1W9","5072","FOOTBALL-SOCCER SYNTHÉTIQUE","","Soccer / Football","N"
"5","Secteur 5","450 978-8905","RDN","PARC RAYMOND-MILLAR","Parc","222","Boulevard du Roi-du-Nord","H7L1W9","5073","CHALET","","Local polyvalent","N"
"5","Secteur 5","450 978-8905","RENA","PARC RENAISSANCE","Parc","4255","Avenue de la Renaissance","H7L3X2","533","TERRAIN SOCCER","","Terrain de soccer","N"
"5","Secteur 5","450 978-8905","RENA","PARC RENAISSANCE","Parc","4255","Avenue de la Renaissance","H7L3X2","5021","PATINOIRE EXTÉRIEURE","","Patinoire extérieure - hockey","N"
"5","Secteur 5","450 978-8905","RENA","PARC RENAISSANCE","Parc","4255","Avenue de la Renaissance","H7L3X2","5597","COFFRE À JEUX","","Autre","N"
"5","Secteur 5","450 978-8905","RENA","PARC RENAISSANCE","Parc","4255","Avenue de la Renaissance","H7L3X2","5599","TERRAIN SOCCER","","Terrain de soccer","N"
"5","Secteur 5","450 978-8905","ROS","PARC ROSEVAL","Parc","","","","593","FOOTBALL","","Terrain de football","N"
"5","Secteur 5","450 978-8905","SAC","PISCINE SACRÉ-COEUR","Piscine","3155","Rue Esther","H7P2G8","506","PISC. EXT. - SACRÉ-COEUR","270","Piscine extérieure","N"
"5","Secteur 5","450 978-8905","SAC","PISCINE SACRÉ-COEUR","Piscine","3155","Rue Esther","H7P2G8","5054","PATAU. EXT. - SACRÉ-COEUR","","Pataugeoire","N"
"5","Secteur 5","450 978-8905","SGAR","C.C. SYLVAIN GARNEAU","Centre communautaire","216","Boulevard Sainte-Rose","H7L1L6","690","GRANDE SALLE","70","Local polyvalent","O"
"5","Secteur 5","450 978-8905","SOR","PARC LE SORBIER","Parc","140","Rue Nadon","H7L1T5","537","TERRAIN SOCCER","","Terrain de soccer","N"
"5","Secteur 5","450 978-8905","SORB","C.C. LE SORBIER","Centre communautaire","140","RUE NADON","H7L1T5","5025","GYMNASE","120","Gymnase","N"
"5","Secteur 5","450 978-8905","SORB","C.C. LE SORBIER","Centre communautaire","140","RUE NADON","H7L1T5","5026","LOCAL 107","20","Local permanent","O"
"5","Secteur 5","450 978-8905","SORB","C.C. LE SORBIER","Centre communautaire","140","RUE NADON","H7L1T5","5028","LOCAL 110","30","Local polyvalent","N"
"5","Secteur 5","450 978-8905","SORB","C.C. LE SORBIER","Centre communautaire","140","RUE NADON","H7L1T5","5029","LOCAL 115","35","Local polyvalent","N"
"5","Secteur 5","450 978-8905","SORB","C.C. LE SORBIER","Centre communautaire","140","RUE NADON","H7L1T5","5030","LOCAL 116","30","Local polyvalent","N"
"5","Secteur 5","450 978-8905","SORB","C.C. LE SORBIER","Centre communautaire","140","RUE NADON","H7L1T5","5031","LOCAL 119","30","Local polyvalent","N"
"5","Secteur 5","450 978-8905","SORB","C.C. LE SORBIER","Centre communautaire","140","RUE NADON","H7L1T5","5032","LOCAL 122","15","Local permanent","O"
"5","Secteur 5","450 978-8905","SORB","C.C. LE SORBIER","Centre communautaire","140","RUE NADON","H7L1T5","5033","LOCAL 123","45","Local polyvalent","N"
"5","Secteur 5","450 978-8905","SORB","C.C. LE SORBIER","Centre communautaire","140","RUE NADON","H7L1T5","5034","LOCAL 126","45","Local polyvalent","N"
"5","Secteur 5","450 978-8905","SORB","C.C. LE SORBIER","Centre communautaire","140","RUE NADON","H7L1T5","5035","LOCAL 129","30","Local polyvalent","N"
"5","Secteur 5","450 978-8905","SORB","C.C. LE SORBIER","Centre communautaire","140","RUE NADON","H7L1T5","5036","LOCAL 130","40","Local polyvalent","N"
"5","Secteur 5","450 978-8905","SORB","C.C. LE SORBIER","Centre communautaire","140","RUE NADON","H7L1T5","5037","LOCAL 131","25","Local polyvalent","N"
"5","Secteur 5","450 978-8905","SORB","C.C. LE SORBIER","Centre communautaire","140","RUE NADON","H7L1T5","5038","LOCAL 132","10","Local polyvalent","O"
"5","Secteur 5","450 978-8905","SORB","C.C. LE SORBIER","Centre communautaire","140","RUE NADON","H7L1T5","5059","LOCAL 114","10","Local polyvalent","O"
"5","Secteur 5","450 978-8905","SORB","C.C. LE SORBIER","Centre communautaire","140","RUE NADON","H7L1T5","5063","CUISINE","20","Autre","N"
"5","Secteur 5","450 978-8905","STR","C.C. SAINTE-ROSE","Centre communautaire","0","Boulevard Sainte-Rose","","567"," LOCAL 104","10","Local polyvalent","N"
"5","Secteur 5","450 978-8905","STR","C.C. SAINTE-ROSE","Centre communautaire","0","Boulevard Sainte-Rose","","568","LOCAL 203","20","Local polyvalent","N"
"5","Secteur 5","450 978-8905","STR","C.C. SAINTE-ROSE","Centre communautaire","0","Boulevard Sainte-Rose","","570","LOCAL A-B","100","Local polyvalent","N"
"5","Secteur 5","450 978-8905","STR","C.C. SAINTE-ROSE","Centre communautaire","0","Boulevard Sainte-Rose","","578","TERRAIN DE PÉTANQUE","","Terrain de pétanque","N"
"5","Secteur 5","450 978-8905","STR","C.C. SAINTE-ROSE","Centre communautaire","0","Boulevard Sainte-Rose","","5052","EXTÉRIEUR","500","Autre","N"
"5","Secteur 5","450 978-8905","TER","PARC DES TERRASSES","Parc","1","RUE DES TERRASSES","","514","TERRAIN DE SOCCER 1","","Terrain de soccer","N"
"5","Secteur 5","450 978-8905","TER","PARC DES TERRASSES","Parc","1","RUE DES TERRASSES","","515","TERRAIN  DE SOCCER MINI 1","","Terrain de soccer","N"
"5","Secteur 5","450 978-8905","TWO","PARC TWIN OAKS","Parc","700","Rue Lisane","H7P3T2","5039","MICRO SOCCER 1","","Terrain de soccer","N"
"5","Secteur 5","450 978-8905","TWO","PARC TWIN OAKS","Parc","700","Rue Lisane","H7P3T2","5040","MICRO SOCCER 2","","Terrain de soccer","N"
"5","Secteur 5","450 978-8905","TWO","PARC TWIN OAKS","Parc","700","Rue Lisane","H7P3T2","5041","MICRO SOCCER 3","","Terrain de soccer","N"
"5","Secteur 5","450 978-8905","TWO","PARC TWIN OAKS","Parc","700","Rue Lisane","H7P3T2","5042","MICRO SOCCER 4","","Terrain de soccer","N"
"5","Secteur 5","450 978-8905","TWO","PARC TWIN OAKS","Parc","700","Rue Lisane","H7P3T2","5043","MICRO SOCCER 5","","Terrain de soccer","N"
"5","Secteur 5","450 978-8905","TWO","PARC TWIN OAKS","Parc","700","Rue Lisane","H7P3T2","5044","MICRO SOCCER 6","","Terrain de soccer","N"
"5","Secteur 5","450 978-8905","TWO","PARC TWIN OAKS","Parc","700","Rue Lisane","H7P3T2","5048","MICRO SOCCER 7","","Terrain de soccer","N"
"5","Secteur 5","450 978-8905","TWO","PARC TWIN OAKS","Parc","700","Rue Lisane","H7P3T2","5049","MICRO SOCCER 8","","Terrain de soccer","N"
"5","Secteur 5","450 978-8905","TWO","PARC TWIN OAKS","Parc","700","Rue Lisane","H7P3T2","5058","MICRO SOCCER 9","","Terrain de soccer","N"
"6","Secteur 6","450 662-4906","ALUC","ARÉNA LUCERNE","Aréna","1750","Rue de Neuville","H7M2E2","649","PATINOIRE INTÉRIEURE","","Patinoire intérieure","N"
"6","Secteur 6","450 662-4906","AMB","ARÉNA MIKE BOSSY","Aréna","163","Boulevard Sainte-Rose Est","H7H1P2","650","PATINOIRE INTÉRIEURE","","Patinoire intérieure","N"
"6","Secteur 6","450 662-4906","AMB","ARÉNA MIKE BOSSY","Aréna","163","Boulevard Sainte-Rose Est","H7H1P2","6076","SALLE 112","","Autre","N"
"6","Secteur 6","450 662-4906","AUT","C.C. AUTEUIL","Centre communautaire","6200","Boulevard des Laurentides","H7H1N5","618","SALLE 105","100","Salle polyvalente","N"
"6","Secteur 6","450 662-4906","AUT","C.C. AUTEUIL","Centre communautaire","6200","Boulevard des Laurentides","H7H1N5","648","LOCAL 111","60","Local polyvalent","N"
"6","Secteur 6","450 662-4906","AUT","C.C. AUTEUIL","Centre communautaire","6200","Boulevard des Laurentides","H7H1N5","6045","LOCAL 104","30","Local polyvalent","N"
"6","Secteur 6","450 662-4906","AUT","C.C. AUTEUIL","Centre communautaire","6200","Boulevard des Laurentides","H7H1N5","6113","LOCAL LOISIRS","0","Local permanent","N"
"6","Secteur 6","450 662-4906","BIEN","PARC BIENVILLE","Parc","","","","6078","PATINOIRE EXTÉRIEURE","","Patinoire extérieure - libre","N"
"6","Secteur 6","450 662-4906","BIEN","PARC BIENVILLE","Parc","","","","6112","BASKETBALL","","Terrain de basketball","N"
"6","Secteur 6","450 662-4906","DSA","PARC DES SAULES","Parc","100","Rue Saint-Saëns Ouest","H7H1J1","610","PISC. EXT. - DES SAULES","","Piscine extérieure","N"
"6","Secteur 6","450 662-4906","DSA","PARC DES SAULES","Parc","100","Rue Saint-Saëns Ouest","H7H1J1","672","TERRAIN DE BASEBALL","","Terrain de baseball","N"
"6","Secteur 6","450 662-4906","DSA","PARC DES SAULES","Parc","100","Rue Saint-Saëns Ouest","H7H1J1","6011","PATINOIRE EXTÉRIEURE","","Patinoire extérieure - hockey","N"
"6","Secteur 6","450 662-4906","DSA","PARC DES SAULES","Parc","100","Rue Saint-Saëns Ouest","H7H1J1","6030","JEU DE PALET","","Terrain de galet","O"
"6","Secteur 6","450 662-4906","DSA","PARC DES SAULES","Parc","100","Rue Saint-Saëns Ouest","H7H1J1","6059","PATAU. EXT. - DES SAULES","","Pataugeoire","N"
"6","Secteur 6","450 662-4906","DSA","PARC DES SAULES","Parc","100","Rue Saint-Saëns Ouest","H7H1J1","6064","PÉTANQUE","","Terrain de pétanque","O"
"6","Secteur 6","450 662-4906","DSA","PARC DES SAULES","Parc","100","Rue Saint-Saëns Ouest","H7H1J1","6136","PRATIQUE LIBRE COFFRE À JEUX","","Autre","O"
"6","Secteur 6","450 662-4906","DTER","PARC DES TERRASSES","Parc","","","","6074","SOCCER RÉGULIER","","Terrain de soccer","N"
"6","Secteur 6","450 662-4906","DUM","PARC DUMAS","Parc","1774","Rue de Berne","H7M2T2","660","TERRAIN DE BASEBALL","","Terrain de baseball","N"
"6","Secteur 6","450 662-4906","DUM","PARC DUMAS","Parc","1774","Rue de Berne","H7M2T2","661","TERRAIN DE MINI SOCCER 1","","Terrain de soccer","N"
"6","Secteur 6","450 662-4906","DUM","PARC DUMAS","Parc","1774","Rue de Berne","H7M2T2","6004","PATINOIRE EXTÉRIEURE","","Patinoire extérieure - libre","N"
"6","Secteur 6","450 662-4906","ECB","ÉCOLE CHARLES-BRUNEAU","École","3001","RUE D'AMAY","H7K3P9","698","GYMNASE","","Gymnase","N"
"6","Secteur 6","450 662-4906","EHOJ","ÉCOLE HORIZON-JEUNESSE","École","155","BOULEVARD SAINTE-ROSE EST","H7H1P2","620","GYMNASE 1211","","Gymnase","N"
"6","Secteur 6","450 662-4906","EHOJ","ÉCOLE HORIZON-JEUNESSE","École","155","BOULEVARD SAINTE-ROSE EST","H7H1P2","621","GYMNASE 1216","","Gymnase","N"
"6","Secteur 6","450 662-4906","EHOJ","ÉCOLE HORIZON-JEUNESSE","École","155","BOULEVARD SAINTE-ROSE EST","H7H1P2","622","PALESTRE 1210","","Palestre","N"
"6","Secteur 6","450 662-4906","EHOJ","ÉCOLE HORIZON-JEUNESSE","École","155","BOULEVARD SAINTE-ROSE EST","H7H1P2","699","LOCAL 1012","","Local polyvalent","O"
"6","Secteur 6","450 662-4906","EHOJ","ÉCOLE HORIZON-JEUNESSE","École","155","BOULEVARD SAINTE-ROSE EST","H7H1P2","6084","CAFÉTÉRIA","","Palestre","O"
"6","Secteur 6","450 662-4906","EODJ","ÉCOLE ODYSSÉE-DES-JEUNES","École","4600","Rue Cyrille-Delage","H7K2S4","623","GYMNASE 1306","","Gymnase","N"
"6","Secteur 6","450 662-4906","EODJ","ÉCOLE ODYSSÉE-DES-JEUNES","École","4600","Rue Cyrille-Delage","H7K2S4","624","GYMNASE 1308","","Gymnase","N"
"6","Secteur 6","450 662-4906","EODJ","ÉCOLE ODYSSÉE-DES-JEUNES","École","4600","Rue Cyrille-Delage","H7K2S4","625","CAFÉTÉRIA 1026","","Autre","O"
"6","Secteur 6","450 662-4906","EODJ","ÉCOLE ODYSSÉE-DES-JEUNES","École","4600","Rue Cyrille-Delage","H7K2S4","626","CAFÉTÉRIA 1027","","Autre","O"
"6","Secteur 6","450 662-4906","EODJ","ÉCOLE ODYSSÉE-DES-JEUNES","École","4600","Rue Cyrille-Delage","H7K2S4","627","CAFÉTÉRIA 1028","","Autre","O"
"6","Secteur 6","450 662-4906","EODJ","ÉCOLE ODYSSÉE-DES-JEUNES","École","4600","Rue Cyrille-Delage","H7K2S4","628","LOCAL 1204","","Local polyvalent","O"
"6","Secteur 6","450 662-4906","EODJ","ÉCOLE ODYSSÉE-DES-JEUNES","École","4600","Rue Cyrille-Delage","H7K2S4","629","LOCAL 1209","","Local polyvalent","O"
"6","Secteur 6","450 662-4906","EODJ","ÉCOLE ODYSSÉE-DES-JEUNES","École","4600","Rue Cyrille-Delage","H7K2S4","700","CAFÉTÉRIA 1025","","Autre","O"
"6","Secteur 6","450 662-4906","EODJ","ÉCOLE ODYSSÉE-DES-JEUNES","École","4600","Rue Cyrille-Delage","H7K2S4","6055","PALESTRE 1328","","Palestre","N"
"6","Secteur 6","450 662-4906","EODJ","ÉCOLE ODYSSÉE-DES-JEUNES","École","4600","Rue Cyrille-Delage","H7K2S4","6086","LOCAL 1302","","Classe","O"
"6","Secteur 6","450 662-4906","EODJ","ÉCOLE ODYSSÉE-DES-JEUNES","École","4600","Rue Cyrille-Delage","H7K2S4","6087","SALON TED","","Classe","O"
"6","Secteur 6","450 662-4906","EODJ","ÉCOLE ODYSSÉE-DES-JEUNES","École","4600","Rue Cyrille-Delage","H7K2S4","6088","LOCAL 1302A","","Classe","O"
"6","Secteur 6","450 662-4906","EPV","ÉCOLE PÈRE-VIMONT","École","2255","Boulevard Prudentiel","H7K2C1","630","GYMNASE GRAND 177","","Gymnase","N"
"6","Secteur 6","450 662-4906","EPV","ÉCOLE PÈRE-VIMONT","École","2255","Boulevard Prudentiel","H7K2C1","631","GYMNASE PETIT 105","","Gymnase","N"
"6","Secteur 6","450 662-4906","EPV","ÉCOLE PÈRE-VIMONT","École","2255","Boulevard Prudentiel","H7K2C1","632","SALLE MUSIQUE 140","","Classe","O"
"6","Secteur 6","450 662-4906","EPV","ÉCOLE PÈRE-VIMONT","École","2255","Boulevard Prudentiel","H7K2C1","633","CLASSE 200","","Classe","O"
"6","Secteur 6","450 662-4906","EPV","ÉCOLE PÈRE-VIMONT","École","2255","Boulevard Prudentiel","H7K2C1","634","CLASSE 144","","Classe","O"
"6","Secteur 6","450 662-4906","EPV","ÉCOLE PÈRE-VIMONT","École","2255","Boulevard Prudentiel","H7K2C1","635","CLASSE 149","","Classe","O"
"6","Secteur 6","450 662-4906","EPV","ÉCOLE PÈRE-VIMONT","École","2255","Boulevard Prudentiel","H7K2C1","636","CLASSE 151","","Classe","O"
"6","Secteur 6","450 662-4906","EPV","ÉCOLE PÈRE-VIMONT","École","2255","Boulevard Prudentiel","H7K2C1","637","CLASSE 153","","Classe","N"
"6","Secteur 6","450 662-4906","EPV","ÉCOLE PÈRE-VIMONT","École","2255","Boulevard Prudentiel","H7K2C1","638","CLASSE 157","","Classe","N"
"6","Secteur 6","450 662-4906","EPV","ÉCOLE PÈRE-VIMONT","École","2255","Boulevard Prudentiel","H7K2C1","639","CLASSE 159","","Classe","O"
"6","Secteur 6","450 662-4906","EPV","ÉCOLE PÈRE-VIMONT","École","2255","Boulevard Prudentiel","H7K2C1","640","CLASSE 161","","Classe","O"
"6","Secteur 6","450 662-4906","EPV","ÉCOLE PÈRE-VIMONT","École","2255","Boulevard Prudentiel","H7K2C1","641","CLASSE 163","","Classe","O"
"6","Secteur 6","450 662-4906","EPV","ÉCOLE PÈRE-VIMONT","École","2255","Boulevard Prudentiel","H7K2C1","642","CLASSE 165","","Classe","O"
"6","Secteur 6","450 662-4906","EPV","ÉCOLE PÈRE-VIMONT","École","2255","Boulevard Prudentiel","H7K2C1","6034","CLASSE 141","","Classe","O"
"6","Secteur 6","450 662-4906","EPV","ÉCOLE PÈRE-VIMONT","École","2255","Boulevard Prudentiel","H7K2C1","6035","CLASSE 172","","Classe","O"
"6","Secteur 6","450 662-4906","EPV","ÉCOLE PÈRE-VIMONT","École","2255","Boulevard Prudentiel","H7K2C1","6036","CLASSE 170","","Classe","O"
"6","Secteur 6","450 662-4906","EPV","ÉCOLE PÈRE-VIMONT","École","2255","Boulevard Prudentiel","H7K2C1","6037","CLASSE 147","","Classe","O"
"6","Secteur 6","450 662-4906","EPV","ÉCOLE PÈRE-VIMONT","École","2255","Boulevard Prudentiel","H7K2C1","6038","CLASSE 145","","Classe","O"
"6","Secteur 6","450 662-4906","EPV","ÉCOLE PÈRE-VIMONT","École","2255","Boulevard Prudentiel","H7K2C1","6039","CLASSE 143","","Classe","O"
"6","Secteur 6","450 662-4906","EPV","ÉCOLE PÈRE-VIMONT","École","2255","Boulevard Prudentiel","H7K2C1","6046","CLASSE 142","","Classe","O"
"6","Secteur 6","450 662-4906","ERA","C.C. DES ÉRABLES","Centre communautaire","7","8e Avenue","H7H2L9","687","GRANDE SALLE","50","Local polyvalent","N"
"6","Secteur 6","450 662-4906","ERA","C.C. DES ÉRABLES","Centre communautaire","7","8e Avenue","H7H2L9","6077","PATINOIRE EXTÉRIEURE","","Patinoire extérieure - libre","N"
"6","Secteur 6","450 662-4906","ERA","C.C. DES ÉRABLES","Centre communautaire","7","8e Avenue","H7H2L9","6100","SOUS-SOL","10","Local polyvalent","N"
"6","Secteur 6","450 662-4906","ESB","ÉGLISE SAINTE-BÉATRICE","Centre communautaire","475","Avenue des Perron","H7H1E2","6090","SALLE ST-LUC","25","Local polyvalent","N"
"6","Secteur 6","450 662-4906","ESB","ÉGLISE SAINTE-BÉATRICE","Centre communautaire","475","Avenue des Perron","H7H1E2","6091","SALLE SCOUT","25","Local polyvalent","N"
"6","Secteur 6","450 662-4906","ESB","ÉGLISE SAINTE-BÉATRICE","Centre communautaire","475","Avenue des Perron","H7H1E2","6092","SALLE ST-MARC","20","Local polyvalent","N"
"6","Secteur 6","450 662-4906","ESB","ÉGLISE SAINTE-BÉATRICE","Centre communautaire","475","Avenue des Perron","H7H1E2","6093","GRANDE SALLE","500","Local polyvalent","N"
"6","Secteur 6","450 662-4906","ESB","ÉGLISE SAINTE-BÉATRICE","Centre communautaire","475","Avenue des Perron","H7H1E2","6094","SALLE ST-JEAN","15","Local polyvalent","N"
"6","Secteur 6","450 662-4906","ESBEA","ÉCOLE SAINTE-BÉATRICE","École","5409","RUE DE PRINCE-RUPERT","H7K2L7","6108","GYMNASE","","Gymnase","N"
"6","Secteur 6","450 662-4906","ESEN","ÉCOLE LE SENTIER","École","1865","Rue André","H7M2X1","643","GYMNASE GRAND 101","","Gymnase","N"
"6","Secteur 6","450 662-4906","GAS","C.C. PHILÉMON-GASCON","Centre communautaire","2830","Rang Saint-Elzéar Est","H7E4P2","686","SOUS-SOL","50","Local polyvalent","N"
"6","Secteur 6","450 662-4906","GAS","C.C. PHILÉMON-GASCON","Centre communautaire","2830","Rang Saint-Elzéar Est","H7E4P2","6031","SALLE 6","30","Local polyvalent","N"
"6","Secteur 6","450 662-4906","GAS","C.C. PHILÉMON-GASCON","Centre communautaire","2830","Rang Saint-Elzéar Est","H7E4P2","6032","SALLE 2","30","Local polyvalent","N"
"6","Secteur 6","450 662-4906","GAS","C.C. PHILÉMON-GASCON","Centre communautaire","2830","Rang Saint-Elzéar Est","H7E4P2","6033","SALLE 5","15","Local polyvalent","N"
"6","Secteur 6","450 662-4906","GAS","C.C. PHILÉMON-GASCON","Centre communautaire","2830","Rang Saint-Elzéar Est","H7E4P2","6138","SALLE 01","30","Local polyvalent","N"
"6","Secteur 6","450 662-4906","GOP","PARC GOUPIL","Parc","65","Rue Goupil","H7K1K8","612","TENNIS - GOUPIL","","Terrain de tennis","N"
"6","Secteur 6","450 662-4906","HORJ","PARC HORIZON-JEUNESSE","Parc","155","BOULEVARD SAINTE-ROSE EST","H7H1P2","675","TERRAIN DE MINI SOCCER 1","","Terrain de soccer","N"
"6","Secteur 6","450 662-4906","HORJ","PARC HORIZON-JEUNESSE","Parc","155","BOULEVARD SAINTE-ROSE EST","H7H1P2","676","TERRAIN DE MINI SOCCER 2","","Terrain de soccer","N"
"6","Secteur 6","450 662-4906","HORJ","PARC HORIZON-JEUNESSE","Parc","155","BOULEVARD SAINTE-ROSE EST","H7H1P2","677","MINI SOCCER 8","","Terrain de soccer","N"
"6","Secteur 6","450 662-4906","HORJ","PARC HORIZON-JEUNESSE","Parc","155","BOULEVARD SAINTE-ROSE EST","H7H1P2","691","SOCCER REG","","Terrain de soccer","N"
"6","Secteur 6","450 662-4906","HORJ","PARC HORIZON-JEUNESSE","Parc","155","BOULEVARD SAINTE-ROSE EST","H7H1P2","6012","SKATE PARK","","Skate park","O"
"6","Secteur 6","450 662-4906","HORJ","PARC HORIZON-JEUNESSE","Parc","155","BOULEVARD SAINTE-ROSE EST","H7H1P2","6066","DECK HOCKEY","","Terrain de hockey extérieur (cosom)","N"
"6","Secteur 6","450 662-4906","HORJ","PARC HORIZON-JEUNESSE","Parc","155","BOULEVARD SAINTE-ROSE EST","H7H1P2","6070","PATINOIRE EXT.","","Patinoire extérieure - hockey","N"
"6","Secteur 6","450 662-4906","HORJ","PARC HORIZON-JEUNESSE","Parc","155","BOULEVARD SAINTE-ROSE EST","H7H1P2","6115","TERRAIN MICRO 3","","Terrain de soccer","N"
"6","Secteur 6","450 662-4906","HORJ","PARC HORIZON-JEUNESSE","Parc","155","BOULEVARD SAINTE-ROSE EST","H7H1P2","6116","TERRAIN 4  5X5","","Terrain de soccer","N"
"6","Secteur 6","450 662-4906","HORJ","PARC HORIZON-JEUNESSE","Parc","155","BOULEVARD SAINTE-ROSE EST","H7H1P2","6117","TERRAIN 5  5X5","","Terrain de soccer","N"
"6","Secteur 6","450 662-4906","HORJ","PARC HORIZON-JEUNESSE","Parc","155","BOULEVARD SAINTE-ROSE EST","H7H1P2","6118","TERRAIN 6  5X5","","Terrain de soccer","N"
"6","Secteur 6","450 662-4906","HORJ","PARC HORIZON-JEUNESSE","Parc","155","BOULEVARD SAINTE-ROSE EST","H7H1P2","6119","TERRAIN MICRO 9 À 13","","Terrain de soccer","N"
"6","Secteur 6","450 662-4906","HORJ","PARC HORIZON-JEUNESSE","Parc","155","BOULEVARD SAINTE-ROSE EST","H7H1P2","6120","TERRAIN MICRO 10","","Terrain de soccer","N"
